text	class
смешной	218
скучный	133
запасливый	219
милосердный	187
одаренный	135
любопытный	139
рассеянный	141
причинять резкую боль	214
беспокоящий	227
испорченный	137
неудобно	190
жёсткий	185
осторожный	189
жадный	182
подлинный	186
прирученный	122
застенчивый	125
жестокий	171
предусмотрительный	211
наблюдательность	164
вредный; озорной	166
зрелищный	172
истерик	127
угрюмый	183
обычный	155
трус	184
кротость	129
мужественность	216
приличный	195
интеллектуальный	124
вежливый	145
ребяческий	152
продуманный	230
оживленный	207
положительный	199
правша	148
нахальный	225
образованный	222
вредный; озорной	166
недобрый	191
враждебный	178
кротость	129
неловкий; неуклюжий	167
испорченный	137
личные качества	226
аниматор	128
непослушный	142
гений	140
неудобно	190
мудрый	213
красивый	192
злобный	174
гордый	134
ленивый	150
миленький	156
амбициозный	131
детский	151
нерадивый	175
разумный	149
подлинный	186
грубый	200
наивный	143
трусливо	221
глупый	204
интеллектуальный	124
наблюдательность	164
талант	215
инициатива	161
недобрый	191
дружелюбный	224
зло	229
адаптивное поведение	205
сильный	165
неприятный	217
отрицательный	206
активный	231
наглость	228
застенчивый	125
вредный; озорной	166
грубый	200
рассеянный	141
отличный	146
приличный	195
недовольный	212
доминантный	163
прагматичный	136
злобный	174
мужественность	216
угрюмый	183
положительный	199
красивый	192
доминирующий	181
осторожный	189
угрюмый	183
гений	140
трус	184
зрелищный	172
невиновный	159
ответственный	201
адаптивное поведение	205
милосердный	187
жестокий	171
доминирующий	181
наивный	143
наблюдательность	164
причинять резкую боль	214
осторожный	189
брюзжать	232
мудрый	213
положительный	199
трусливо	221
нежный	138
адаптивный	130
торжественный	177
мятежный	170
поверхностный	123
детский	151
лицемерный	198
амбициозный	131
зло	229
послушный	158
отличный	146
истерик	127
кротость	129
нежный	138
ленивый	150
мятежный	170
потрясающий	180
брюзжать	232
милый	220
высокомерный	194
смелость	147
кротость	129
запасливый	219
гордый	134
объективный	209
уверенный	154
интеллектуальный	124
агрессивный	210
талант	215
продуманный	230
жёсткий	185
инициатива	161
стойкость	153
враждебный	178
зло	229
отвратительный	202
нерадивый	175
высокомерный	194
подлинный	186
предусмотрительный	211
смелость	147
отвратительный	202
неловкий; неуклюжий	167
ответственный	201
торжественный	177
доминантный	163
недобрый	191
логичный	176
злобный	174
острый	144
неудобно	190
трус	184
получающий удовольствие	179
образованный	222
активный	231
невиновный	159
неловкий; неуклюжий	167
приличный	195
прагматичный	136
уверенный	154
трусливо	221
милосердный	187
зрелищный	172
брюзжать	232
отвратительный	202
искренний	196
адаптивный	130
мятежный	170
объективный	209
наблюдательность	164
доминирующий	181
угрюмый	183
милосердный	187
скромный	233
приличный	195
строгий	173
наблюдательность	164
торжественный	177
объективный	209
поверхностный	123
особенный	169
мужественность	216
жестокий	171
нахальный	225
послушный	158
недовольный	212
истерик	127
прагматичный	136
ребяческий	152
строгий	173
подлинный	186
зрелищный	172
вежливый	145
обычный	155
острый	144
оживленный	207
брюзжать	232
ответственный	201
лицемерный	198
адаптивность	208
острый	144
синий	257
желтый	250
бледный	236
розовато-лиловый	255
красноватый	248
нераскрашенный	239
бежевый	245
темнота	251
прозрачный	242
тёмный	237
цветовой оттенок	241
желтый	250
непрозрачность	246
серебро	238
черный	254
основной цвет	235
оранжевый	234
белый	259
серый	256
цветовой оттенок	241
красноватый	248
прозрачный	242
бледный	236
розовый	240
оттенок	243
черный	254
темнота	251
золотой	253
фиолетовый	249
оттенок	243
золотой	253
прозрачный	242
розовато-лиловый	255
цветовой оттенок	241
основной цвет	235
тёмный	237
нераскрашенный	239
желтый	250
розовый	240
коричневый	244
белый	259
красноватый	248
бледный	236
оттенок	243
серебро	238
фиолетовый	249
розовый	240
прозрачный	242
зелёный	258
красный	252
оранжевый	234
непрозрачность	246
коричневый	244
цветовой оттенок	241
желтый	250
цвет	247
бежевый	245
тёмный	237
синий	257
серый	256
фиолетовый	249
розовато-лиловый	255
нераскрашенный	239
тёмный	237
белый	259
цвет	247
розовый	240
оттенок	243
коричневый	244
красный	252
синий	257
зелёный	258
оттенок	243
фиолетовый	249
золотой	253
непрозрачность	246
тёмный	237
розовато-лиловый	255
синий	257
серебро	238
бледный	236
цвет	247
бледный	236
коричневый	244
оранжевый	234
синий	257
серый	256
бежевый	245
оранжевый	234
красный	252
красноватый	248
коричневый	244
темнота	251
бежевый	245
фиолетовый	249
розовый	240
основной цвет	235
серебро	238
непрозрачность	246
золотой	253
основной цвет	235
нераскрашенный	239
нераскрашенный	239
темнота	251
оранжевый	234
розовато-лиловый	255
непрозрачность	246
бежевый	245
красноватый	248
цветовой оттенок	241
серебро	238
основной цвет	235
темнота	251
прозрачный	242
золотой	253
желтый	250
предпочитать	328
отчаяться	273
благодарность	333
доставлять удовольствие	346
изношенный	335
беспокойство	369
вздрагивать	355
жаждущий	381
обнимать	366
сомнение	322
наслаждайся	362
любовь	400
испуг	327
пренебрежение	386
надоело	371
возбуждать	382
страсть	410
мотивация	385
одержимый	359
самомнение	380
вдохновлять	340
нравственность	392
агрессия	397
покраснеть	373
сожаление	413
радостный	411
смущенный	288
жалость	343
стыдно	407
обманчивость	379
неуважение	390
домогаться	403
рвеность	415
пренебрежение	386
скорбеть	287
надеяться	383
гордость	416
горевать	389
довольство	396
страдать	338
ревнивый	376
не выносить	308
вскружить	290
гнев	310
домогаться	403
довольство	396
одержимый	359
горевать	389
скорбеть	287
разрыдаться	279
спокойный	309
отчаянный	321
жуткий	307
рвеность	415
безумно	344
обеспокоенный	414
вина	408
доставлять удовольствие	346
слабость	372
жалость	343
жаждущий	381
импульс	293
вдохновлять	340
забота	351
суматоха	388
голод	334
самоанализ	291
расстроенный	305
горький	367
любопытный	139
изможденный	347
весенняя	318
довольный	332
интересный	316
мурашки	266
жадность	193
терпение	365
восхищение	419
объятие	412
добропорядочность	348
сарказм	311
отношение	272
самомнение	380
обманчивость	379
презирать	368
стыдно	407
сочувствие	282
забота	351
любить	364
презрение	294
ревнивый	376
довольство	396
покраснеть	373
разгневанный	375
разрыдаться	279
горе	352
зависть	269
желание	292
безразличие	345
ленность	314
домогаться	403
расслабиться	315
расстройство	370
возбуждение	330
мотивировать	339
рвеность	415
горюющий	393
страх	276
самопроверка	284
неверие	358
самоконтроль	356
сомневаться	391
смириться	378
страшный	323
вскружить	290
самовосприятие	296
дрожать	405
гордость	416
дистресс	329
рассердиться	342
покаяние	324
спокойный	309
надоело	371
испуг	327
отвращение	281
страдание	398
жажда	270
импульс	293
возбуждать	382
благополучие	399
доверять	286
беспокоиться	297
одержимый	359
непреклонный	341
внутреннее	417
радость	337
быть потрясенным	285
наслаждайся	362
счастье	336
разочарованный	404
самообман	361
самоанализ	291
суматоха	388
надежда	394
сожалеть	313
испуганный	277
презирать	368
горький	367
слабость	372
стыдно	407
горюющий	393
весенняя	318
разъяренный	295
презрение	294
горький	367
изможденный	347
разочарованный	404
терпение	365
сочувствие	282
презирать	368
беспокойный	384
дистресс	329
довольный	332
отвращение	281
разгневанный	375
забота	351
ленность	314
надежда	394
подавленный	261
расстройство	370
безразличие	345
желание	292
смириться	378
вскружить	290
доверять	286
возбуждать	382
доброта	320
благополучие	399
смущенный	288
страшный	323
любовный	349
обнимать	366
желать	289
испуг	327
благодарность	333
так себе	406
ненавидеть	319
терпеть	300
напряжение	264
жаждущий	381
возрадоваться	298
нравственность	392
страдать	338
скучающий	402
самоосознание	317
гнев	310
ожидать	268
агрессия	397
отважиться	312
злость	280
страсть	410
слабый	271
озабоченный	275
восхищаться	302
облегчение	267
вздрагивать	355
покаяние	324
подавленный	261
быть потрясенным	285
любопытный	139
испуганный	277
голод	334
не выносить	308
мурашки	266
разочарованный	404
беспокойный	384
радость	337
мотивировать	339
любовь	400
обманчивость	379
одинокий	395
быть потрясенным	285
разъяренный	295
расстроенный	305
радостный	411
напуганный	278
довольный	332
испуганный	277
сожалеть	313
не выносить	308
радостный	411
разъяренный	295
напуганный	278
обманчивость	379
любовь	400
наслаждайся	362
вина	408
слабость	372
голод	334
жадность	193
мотивировать	339
скорбеть	287
самоанализ	291
несчастье	331
горюющий	393
забота	351
быть потрясенным	285
горький	367
ревнивый	376
добропорядочность	348
расстроенный	305
надеяться	383
возбужденный	363
не выносить	308
вина	408
самоанализ	291
испуганный	277
самообман	361
разъяренный	295
голод	334
радостный	411
любовь	400
радость	337
мурашки	266
суматоха	388
подавленный	261
наслаждайся	362
надежда	394
расстроенный	305
быть потрясенным	285
любопытный	139
довольный	332
любить	364
беспокойный	384
любовь	400
голод	334
напуганный	278
сочувствие	282
презрение	294
разгневанный	375
покраснеть	373
довольство	396
самовосприятие	296
сомневаться	391
доставлять удовольствие	346
ленность	314
дрожать	405
вина	408
любить	364
презирать	368
скорбеть	287
напуганный	278
счастье	336
сожалеть	313
мотивировать	339
подавленный	261
несчастье	331
напуганный	278
подавленный	261
не выносить	308
восхищение	419
дрожать	405
сожалеть	313
счастье	336
радость	337
расстроенный	305
обманчивость	379
ошеломить	262
мотивировать	339
наслаждайся	362
горюющий	393
надежда	394
горький	367
разочарованный	404
суматоха	388
объятие	412
несчастье	331
сомневаться	391
презирать	368
сарказм	311
скорбеть	287
довольство	396
стыдно	407
радостный	411
надеяться	383
горе	352
влюбленный	353
изношенный	335
нервный	263
злой	304
благоговение	387
отчаяться	273
отважиться	312
позор	350
расслабление	306
раздражать	377
ошарашенный	357
сожалеть	313
предпочитать	328
восхищаться	302
беспокойство	369
разочарованный	404
радость	337
счастье	336
суматоха	388
расслабиться	315
желание	292
страх	276
домогаться	403
счастье	336
вина	408
довольный	332
объятие	412
несчастье	331
самоанализ	291
ревнивый	376
горе	352
терпение	365
добропорядочность	348
стыдно	407
сочувствие	282
отношение	272
интересный	316
слабость	372
дистресс	329
ошеломить	262
дистресс	329
терпение	365
презрение	294
сарказм	311
сомневаться	391
весенняя	318
страх	276
страх	276
восхищение	419
покраснеть	373
дрожать	405
мотивация	385
отношение	272
ленность	314
гордость	416
отвращение	281
горюющий	393
зависть	269
самовосприятие	296
терпение	365
неверие	358
зависть	269
безразличие	345
разрыдаться	279
вдохновение	360
доверять	286
отношение	272
самопроверка	284
неверие	358
весёлый	409
рвеность	415
отчаянный	321
мотивация	385
одержимый	359
внутреннее	417
разрыдаться	279
гордость	416
вдохновение	360
самомнение	380
ошеломить	262
любовный	349
изможденный	347
злой	304
самообман	361
расслабиться	315
так себе	406
страх	276
влюбиться	301
отвращение	281
расстройство	370
нервный	263
одновременность	418
раздражать	377
сомнение	322
разгневанный	375
подозревать	299
смущенный	288
зависть	269
нравственность	392
желание	292
терпеть	300
сочувствие	282
страсть	410
горевать	389
злость	280
агрессия	397
скучающий	402
ошарашенный	357
облегчение	267
ленность	314
возбуждение	330
желание	292
безразличие	345
рвеность	415
мотивация	385
возбуждение	330
самомнение	380
расстройство	370
вдохновение	360
неверие	358
покаяние	324
смириться	378
испытывать	325
самоконтроль	356
весёлый	409
дистресс	329
беспокоиться	297
смириться	378
самоконтроль	356
страшный	323
смущенный	288
внутреннее	417
испуг	327
возбуждение	330
забота	351
доброта	320
жажда	270
возбуждать	382
весёлый	409
благополучие	399
вдохновлять	340
надоело	371
возбужденный	363
печаль	274
страдание	398
самоосознание	317
вскружить	290
жалость	343
испытывать	325
сомнение	322
отчаянный	321
влюбиться	301
жуткий	307
импульс	293
ожидать	268
злой	304
боль	401
неудобство	283
влюбленный	353
позор	350
любовный	349
ненавидеть	319
неудобство	283
беспокойство	369
предпочитать	328
благоговение	387
обеспокоенный	414
скучающий	402
гнев	310
пренебрежение	386
ошарашенный	357
раздражать	377
непреклонный	341
подозревать	299
злость	280
отважиться	312
изношенный	335
слабый	271
облегчение	267
обеспокоенный	414
терпеть	300
обнимать	366
напряжение	264
рыдать	354
страдать	338
желать	289
нервный	263
преданный	265
добропорядочность	348
ревнивый	376
расстройство	370
объятие	412
сомневаться	391
доброта	320
смущенный	288
безумно	344
страшный	323
доверять	286
самоосознание	317
влюбиться	301
рыдать	354
позор	350
страдание	398
сомнение	322
благополучие	399
печаль	274
злой	304
отчаяться	273
ненавидеть	319
ожидать	268
изношенный	335
влюбленный	353
отважиться	312
напряжение	264
возрадоваться	298
любовный	349
вскружить	290
благоговение	387
подозревать	299
ошарашенный	357
предпочитать	328
разрыдаться	279
самообман	361
интересный	316
покраснеть	373
доставлять удовольствие	346
самопроверка	284
весенняя	318
гордость	416
безумно	344
расслабиться	315
самообман	361
безразличие	345
безумно	344
вдохновение	360
страшный	323
доставлять удовольствие	346
озабоченный	275
вдохновение	360
домогаться	403
самовосприятие	296
испытывать	325
самопроверка	284
покаяние	324
возбужденный	363
позор	350
беспокоиться	297
жажда	270
испытывать	325
весёлый	409
надоело	371
страдание	398
доброта	320
рассердиться	342
возбуждение	330
самомнение	380
самоосознание	317
самоконтроль	356
отчаянный	321
импульс	293
благоговение	387
влюбиться	301
надоело	371
благополучие	399
доверять	286
одержимый	359
активный	231
рыдать	354
счастливый	326
так себе	406
самоконтроль	356
возбуждать	382
непреклонный	341
жалость	343
внутреннее	417
смириться	378
неуважение	390
печаль	274
одновременность	418
подозревать	299
отчаяться	273
испуг	327
обнимать	366
грустный	260
жуткий	307
боль	401
агрессия	397
сожаление	413
счастливый	326
восхищаться	302
нервный	263
раздражать	377
возбужденный	363
беспокойство	369
сожаление	413
слабый	271
вдохновлять	340
неуважение	390
влюбиться	301
грустный	260
активный	231
желать	289
печаль	274
жалость	343
голодный	374
страдание	398
счастливый	326
сомнение	322
обнимать	366
рыдать	354
так себе	406
непреклонный	341
подозревать	299
одновременность	418
самоосознание	317
отчаяться	273
вдохновлять	340
беспокоиться	297
беспокойство	369
пренебрежение	386
ненавидеть	319
ненавидеть	319
злой	304
неудобство	283
жаждущий	381
страдать	338
печаль	274
жуткий	307
изношенный	335
нервный	263
предпочитать	328
ошарашенный	357
горевать	389
позор	350
влюбленный	353
страдать	338
напряжение	264
любовный	349
нравиться	303
благодарность	333
скучающий	402
страсть	410
желать	289
расслабление	306
вздрагивать	355
агрессия	397
ожидать	268
нравственность	392
отважиться	312
раздражать	377
сожаление	413
гнев	310
восхищаться	302
преданный	265
терпеть	300
возрадоваться	298
злость	280
обеспокоенный	414
слабый	271
озабоченный	275
облегчение	267
гнев	310
напряжение	264
обеспокоенный	414
слабый	271
нравиться	303
злость	280
благодарность	333
внутреннее	417
преданный	265
жуткий	307
терпеть	300
сожаление	413
неудобство	283
страсть	410
нравственность	392
благоговение	387
восхищаться	302
возрадоваться	298
облегчение	267
озабоченный	275
вздрагивать	355
преданный	265
благодарность	333
горевать	389
озабоченный	275
вздрагивать	355
преданный	265
сарказм	311
влюбленный	353
изможденный	347
рыдать	354
неуважение	390
одновременность	418
отвращение	281
самопроверка	284
желать	289
неудобство	283
скучающий	402
мотивация	385
отношение	272
несчастье	331
неверие	358
дрожать	405
изможденный	347
весёлый	409
слабость	372
ожидать	268
ошеломить	262
расслабление	306
доброта	320
так себе	406
испуганный	277
беспокойный	384
зависть	269
горе	352
любопытный	139
надежда	394
возрадоваться	298
расслабиться	315
презрение	294
испытывать	325
горе	352
возбужденный	363
объятие	412
добропорядочность	348
восхищение	419
мурашки	266
ошеломить	262
расслабление	306
одновременность	418
отчаянный	321
разгневанный	375
безумно	344
беспокойный	384
импульс	293
разъяренный	295
рассердиться	342
рассердиться	342
непреклонный	341
сарказм	311
мурашки	266
пренебрежение	386
восхищение	419
неуважение	390
весенняя	318
самовосприятие	296
покаяние	324
расслабление	306
рассердиться	342
предложить тост	434
лить	422
жаждущий	381
жадно есть	431
помощник повара	438
MakDonalds	433
откупоривать	423
аллергия на еду	435
нежный, мягкий	444
жевать	429
вкус	468
заказывать	463
глотать	457
банкет	455
вилка	452
есть	424
кормить	426
лить	422
мужской туалет	466
повар	465
кормить	426
прием пищи	446
прием пищи	446
предложить тост	434
женский туалет	464
переваривать	432
помощник повара	438
жадно есть	431
мужской туалет	466
лить	422
кусать	451
кусок; тонкими слоями	448
кафе	421
ресторан	459
вилка	452
ароматный	454
переваривание	460
диета	470
питьевая вода	471
кружка	450
кувшин	458
закуска перед едой	425
ресторан	459
кафетерий	443
официант	462
питьевая вода	471
бутылка	428
женский туалет	464
повар	465
жевать	429
резервирование; бронирование	441
вкус	468
обедать	447
вкусный	430
жадно есть	431
окунать	427
вкусный	430
прием пищи	446
мужской туалет	466
кубок	439
резервирование; бронирование	441
глотать	457
нежный, мягкий	444
ароматный	454
обедать	447
жажда	270
делать мелкий глоток	453
ресторан	459
вкус	468
официант	462
повар	465
переваривание	460
закуска перед едой	425
окунать	427
кафе	421
жажда	270
переваривать	432
лить	422
жевать	429
аппетит	442
мужской туалет	466
резервирование; бронирование	441
кусок; тонкими слоями	448
бутылка	428
MakDonalds	433
переваривать	432
помощник повара	438
кусок; тонкими слоями	448
аллергия на еду	435
кусать	451
заварочный чайник	456
жадно есть	431
диета	470
ароматный	454
переваривание	460
ресторан	459
кружка	450
питьевая вода	471
кафе	421
женский туалет	464
окунать	427
бутылка	428
аппетит	442
кубок	439
делать мелкий глоток	453
откупоривать	423
кувшин	458
жевать	429
кафетерий	443
MakDonalds	433
заварочный чайник	456
официант	462
повар	465
банкет	455
закуска перед едой	425
кормить	426
бутылка	428
помощник повара	438
прием пищи	446
кормить	426
вкусный	430
окунать	427
аллергия на еду	435
аппетит	442
ароматный	454
прием пищи	446
пить	449
мужской туалет	466
диета	470
официант	462
поднос	420
кружка	450
откупоривать	423
кафетерий	443
предложить тост	434
заварочный чайник	456
кувшин	458
кусок; тонкими слоями	448
окунать	427
лить	422
бутылка	428
закуска перед едой	425
помощник повара	438
кормить	426
кафе	421
закуска перед едой	425
откупоривать	423
переваривать	432
кусок; тонкими слоями	448
заварочный чайник	456
предложить тост	434
кафе	421
резервирование; бронирование	441
женский туалет	464
вилка	452
обедать	447
вкус	468
нежный, мягкий	444
вкусный	430
жевать	429
заказывать	463
делать мелкий глоток	453
пить	449
питьевая вода	471
кувшин	458
вкусный	430
жадно есть	431
нежный, мягкий	444
MakDonalds	433
откупоривать	423
вилка	452
аппетит	442
ресторан	459
заказывать	463
пить	449
банкет	455
кафетерий	443
диета	470
кусать	451
кружка	450
переваривание	460
резервирование; бронирование	441
предложить тост	434
обедать	447
заказывать	463
ароматный	454
пить	449
банкет	455
делать мелкий глоток	453
глотать	457
вкус	468
переваривать	432
MakDonalds	433
нежный, мягкий	444
вилка	452
аллергия на еду	435
заказывать	463
обедать	447
аппетит	442
женский туалет	464
кусать	451
кафетерий	443
глотать	457
аллергия на еду	435
банкет	455
кружка	450
повар	465
глотать	457
кубок	439
кусать	451
делать мелкий глоток	453
диета	470
питьевая вода	471
кувшин	458
кубок	439
переваривание	460
официант	462
кубок	439
заварочный чайник	456
место для пикника	469
поднос	420
поднос	420
пир	445
ланч	437
пир	445
откусывание	436
откусывание	436
ланч	437
ланч	437
плата за вход	440
глотать жадно	461
плата за вход	440
пир	445
глотать жадно	461
откусывание	436
накрывать на стол	467
поднос	420
пир	445
плата за вход	440
ланч	437
накрывать на стол	467
глотать жадно	461
глотать жадно	461
накрывать на стол	467
ланч	437
накрывать на стол	467
глотать жадно	461
откусывание	436
откусывание	436
плата за вход	440
место для пикника	469
место для пикника	469
Позвонить на сервис	475
С днем рождения	473
Добро пожаловать!	477
Пока	474
Прощание	472
Прощание	472
Привет!	476
Привет!	476
Добро пожаловать!	477
Добро пожаловать!	477
Пока	474
С днем рождения	473
Добро пожаловать!	477
Прощание	472
Добро пожаловать!	477
С днем рождения	473
Пока	474
С днем рождения	473
Привет!	476
Пока	474
Прощание	472
Пока	474
С днем рождения	473
Привет!	476
Прощание	472
Привет!	476
маленький	497
лежать	530
У	14
конечно	512
другой	544
идти	552
пятый	560
немного	581
путешествие	600
погода	599
точно	613
брат	654
последний	673
восемь	499
чемодан	483
двадцать	563
девочка	567
почва	487
лето	598
серый	256
не	507
использовать	514
слово	478
четверг	517
готовый	498
платить	503
иностранный	502
сказать	500
одинокий	395
семьдесят	764
под	687
маленький	497
карандаш	496
восток	501
дочь	504
карандаш	496
дочь	504
двенадцатый	508
серый	256
не	507
пока (что)	479
слово	478
мужчина	518
использовать	514
медленный	532
лежать	530
десятый	527
одинокий	395
пока (что)	479
писать	509
звук	513
звук	513
использовать	514
неделя	505
двенадцатый	508
четверг	517
пока (что)	479
потом	519
мужчина	518
оба	523
дочь	504
маленький	497
платить	503
черный	254
готовый	498
неделя	505
писать	509
карандаш	496
семнадцать	506
конечно	512
не	507
целый	510
быстрый	515
звук	513
часы	511
использовать	514
скучный	133
потом	519
слово	478
пока (что)	479
О	20
четверг	517
отец	521
семья	516
ручка	522
верить	480
зелёный	258
верить	480
новости	529
жёлтый	538
черный	254
восток	501
платить	503
иностранный	502
восемь	499
хорошо	540
среда	539
оба	523
там	524
тоже	525
десятый	527
часть	526
дом	528
готовый	498
двенадцатый	508
звук	513
слово	478
пока (что)	479
четверг	517
семья	516
целый	510
потом	519
верить	480
оба	523
длинный	520
медленный	532
мужчина	518
новости	529
муж	537
магазин	543
причина	546
налог	541
среда	539
путешествовать	545
иначе	481
везде	561
месяц	572
известный	557
короткий	573
мир	568
смотреть	571
ночь	589
важный	578
без	579
человек	580
лето	598
завтра	582
вниз	586
утро	597
свободный	594
говорить	596
мальчик	595
стоять	587
или	593
обучать	601
нас	668
седьмой	615
держать	611
место	608
весна	658
много	616
север	605
различный	618
трудный	620
никогда	749
лучший	622
письмо	628
уже	634
слушать	639
собирать	493
кроме	640
твой	648
твердый	644
мертвый	647
сегодня	653
рука	657
хороший	659
воздух	670
постепенно	656
способ	677
картина	674
газета	675
год	751
воскресенье	750
бумага	682
маленький	497
иностранный	502
черный	254
неделя	505
семнадцать	506
одинокий	395
иначе	481
путешествовать	545
везде	561
карандаш	496
восток	501
месяц	572
хорошо	540
налог	541
семь	533
рот	536
смеяться	542
магазин	543
спокойный	309
направление	551
книга	548
голова	115
шесть	550
еда	549
искать	482
один	555
ждать	679
известный	557
должен	565
пятьдесят	570
ноль	564
если	576
низкий	559
полный	577
смотреть	571
важный	578
ночь	589
большой	583
с	575
немного	581
девочка	567
ошибка	716
причина	546
немного	581
солнце	732
хороший	659
обычный	155
кто?	760
ключ	727
свободный	594
воздух	670
новости	529
человек	580
большой	583
жена	745
бумага	682
брат	654
много	616
друг	630
воскресенье	750
путешествовать	545
смотреть	571
обучать	601
утро	597
их	714
хорошо	540
вероятно	683
наконец	655
стоять	587
голова	115
молодой	585
школа	722
наш	721
хорошо	540
наконец	655
направление	551
И	32
красный	252
готовый	498
наш	721
цена	641
делать	698
кроме	640
иначе	481
ничего	709
пятый	560
их	714
одежда	612
стоять	587
до	761
север	605
магазин	543
первый	730
целый	510
мальчик	595
там	524
иначе	481
нравиться	303
использовать	514
делать	698
утро	597
голос	703
пятый	560
восьмой	642
маленький	497
возможно	700
одежда	612
отец	521
первый	730
делать	698
ужасный	610
сегодня	653
погода	599
веселиться	725
немного	581
ничего	709
ребёнок	604
безопасный	665
стоять	587
опасный	614
до	761
молодой	585
необходимый	574
голова	115
цвет	247
В	26
семнадцать	506
десятый	527
сторона	676
новости	529
женщина	535
женщина	535
хорошо	540
налог	541
рот	536
неделя	505
довольно	681
смеяться	542
после	763
лучше	741
одиннадцать	671
еще	531
вечер	715
осень	720
мой	735
опасный	614
дешёвый	547
пятьдесят	570
не	507
девочка	567
вероятно	683
одиннадцатый	623
часть	526
платить	503
писать	509
видеть	742
собирать	493
четвертый	652
быстро	625
вопрос	708
сказать	500
сумка	603
вода	662
четвертый	652
мы	562
чувствовать	627
после	763
шестой	684
почему	566
назад	631
комната	553
ручка	522
иностранный	502
сердце	636
тот	660
высокий	638
буду	569
люди	626
чемодан	483
слышать	484
мочь	629
ручка	522
полный	577
правый	635
с	575
худший	747
понедельник	701
довольно	681
мне	645
старый	729
брат	654
ребёнок	604
язык	738
полный	577
билет	590
другой	544
часть	526
охотно	491
рот	536
верить	480
посылать	689
всегда	584
шестой	684
после	763
лучше	741
дешёвый	547
мир	568
говорить	596
не	507
пятьдесят	570
вред	485
дорогой	731
наконец	655
несколько	666
деньги	744
следующий	663
дорогой	731
девочка	567
переводить	678
читать	695
десять	486
я	718
мой	735
дочь	504
третий	740
плохой	736
восьмой	642
вторник	723
только	669
невозможный	696
полный	577
вероятно	683
ужасный	610
тоже	525
почва	487
часто	712
длинный	520
другой	544
жёлтый	538
У	14
язык	738
это	719
есть	424
понять	693
возможно	700
среда	539
тебе	646
одиннадцатый	623
часть	526
верный	168
комната	553
мочь	629
сумка	603
очень	607
вода	662
хлеб	651
возможный	534
второй	617
должен	565
значить	492
лежать	530
работать	756
быстрый	515
комната	553
мочь	629
возможный	534
всегда	584
вопрос	708
комната	553
должен	565
второй	617
иностранный	502
голос	703
грустный	260
значить	492
шум	661
всегда	584
зелёный	258
пустой	490
суббота	748
книга	548
вещь	692
глаз	726
деньги	744
следующий	663
жизнь	702
мы	562
одиннадцать	671
шум	661
суббота	748
осень	720
сестра	588
несколько	666
сердце	636
вещь	692
пустой	490
чемодан	483
вечер	715
плохой	736
назад	631
сказать	500
вода	662
ручка	522
возможный	534
мочь	629
низкий	559
второй	617
скоро	743
тысяча	667
почему	566
значить	492
чувствовать	627
голос	703
сумка	603
хлеб	651
тот	660
безопасный	665
после	763
высокий	638
всегда	584
сестра	588
чувствовать	627
еще	531
голодный	374
высокий	638
худший	747
буду	569
сын	649
народ	643
чувствовать	627
комната	553
второй	617
вода	662
возможный	534
должен	565
низкий	559
тот	660
несколько	666
деньги	744
работать	756
всегда	584
еще	531
вечер	715
мы	562
шум	661
безопасный	665
зелёный	258
суббота	748
вечер	715
почему	566
сумка	603
еще	531
лучше	741
хлеб	651
очень	607
должен	565
быстрый	515
пустой	490
буду	569
сын	649
правый	635
юг	697
рука	657
книга	548
женщина	535
быстро	625
худший	747
люди	626
четыре	737
с	575
народ	643
я	718
весна	658
необходимый	574
девяносто	650
особенно	680
вчера	554
прибывать	717
трудный	620
дом	528
довольно	681
ребёнок	604
срочный	556
час	606
сзади	728
смеяться	542
понедельник	701
слышать	484
молодой	585
часы	511
любить	364
ошибка	716
минута	765
наконец	655
школа	722
между	495
вред	485
дорогой	731
девятнадцать	694
десять	486
вторник	723
читать	695
надеяться	383
опять	705
билет	590
невозможный	696
часто	712
тоже	525
ужасный	610
возможно	700
только	669
У	14
искать	482
язык	738
понять	693
есть	424
среда	539
достаточно	489
тебе	646
верный	168
мне	645
охотно	491
ничего	709
белый	259
рот	536
восток	501
старый	729
еда	549
без	579
отец	521
двенадцать	558
что	733
плакать	591
если	576
дорога	637
когда	734
улица	633
верить	480
четвертый	652
вечер	715
вопрос	708
тот	660
работать	756
деньги	744
следующий	663
жизнь	702
книга	548
четвертый	652
плохой	736
вопрос	708
рука	657
юг	697
сильный	165
народ	643
люди	626
правый	635
нас	668
шестой	684
лучше	741
осень	720
шестой	684
суббота	748
чемодан	483
сестра	588
голодный	374
вещь	692
четвертый	652
сказать	500
плохой	736
хлеб	651
очень	607
шестой	684
еще	531
вопрос	708
почему	566
назад	631
значить	492
нравиться	303
буду	569
пустой	490
правый	635
высокий	638
худший	747
юг	697
рука	657
сын	649
женщина	535
люди	626
необходимый	574
глаз	726
известный	557
хлеб	651
лежать	530
несколько	666
безопасный	665
очень	607
мы	562
следующий	663
шум	661
жизнь	702
вещь	692
чувствовать	627
голодный	374
правый	635
пустой	490
быстро	625
юг	697
женщина	535
сын	649
рука	657
десятый	527
нас	668
тысяча	667
лучше	741
почему	566
сумка	603
после	763
быстрый	515
известный	557
сестра	588
юг	697
вещь	692
несколько	666
следующий	663
школа	722
билет	590
плохой	736
нас	668
левый	739
ошибка	716
сзади	728
мир	568
вред	485
большой	583
